POSITION,PLAYER,TEAM,TOI,GP,TOI/GP,GOALS/60,TOTAL ASSISTS/60,FIRST ASSISTS/60,SECOND ASSISTS/60,TOTAL POINTS/60,IPP,SHOTS/60,SH%,IXG/60,ICF/60,IFF/60,ISCF/60,IHDCF/60,RUSH ATTEMPTS/60,REBOUNDS CREATED/60,PIM/60,TOTAL PENALTIES/60,MINOR/60,MAJOR/60,MISCONDUCT/60,PENALTIES DRAWN/60,GIVEAWAYS/60,TAKEAWAYS/60,HITS/60,HITS TAKEN/60,SHOTS BLOCKED/60,FACEOFFS WON/60,FACEOFFS LOST/60,FACEOFFS %,CF/60,CA/60,CF%,FF/60,FA/60,FF%,SF/60,SA/60,SF%,GF/60,GA/60,GF%,XGF/60,XGA/60,XGF%,SCF/60,SCA/60,SCF%,HDCF/60,HDCA/60,HDCF%,HDGF/60,HDGA/60,HDGF%,MDCF/60,MDCA/60,MDCF%,MDGF/60,MDGA/60,MDGF%,LDCF/60,LDCA/60,LDCF%,LDGF/60,LDGA/60,LDGF%,ON-ICE SH%,ON-ICE SV%,PDO,OFF. ZONE STARTS/60,NEU. ZONE STARTS/60,DEF. ZONE STARTS/60,ON THE FLY STARTS/60,OFF. ZONE START %,OFF. ZONE FACEOFFS/60,NEU. ZONE FACEOFFS/60,DEF. ZONE FACEOFFS/60,OFF. ZONE FACEOFF %,AGE,DATE OF BIRTH,BIRTH CITY,BIRTH STATE/PROVINCE,BIRTH COUNTRY,NATIONALITY,HEIGHT (IN),WEIGHT (LBS),DRAFT YEAR,DRAFT TEAM,DRAFT ROUND,ROUND PICK,OVERALL DRAFT POSITION,COUNTRY,HANDED,DRAFTED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,SEASON,SALARY CAP,SALARY CAP PERCENTAGE,DECEASED,PRED_SALARY_PERCENTAGE,PRED_AAV,DIFF
c,riley sheahan,-,1233.7,81,15.230864197531,0.68,0.53,0.24,0.29,1.22,52.08,6.23,0.1094,0.63,9.68,8.07,6.03,3.16,0.24,0.34,0.58,0.29,0.29,0.0,0.0,0.24,1.02,0.97,3.5,4.43,1.95,17.41,20.62,0.0223,48.83,54.28,0.4736,36.86,42.46,0.4647,26.41,31.76,0.4539999999999999,2.33,3.16,0.4247999999999999,2.35,2.78,0.4576,23.78,25.97,0.478,8.85,10.99,0.4461,1.12,1.8,0.3833,19.91,19.97,0.4992,0.84,0.78,0.52,30.28,36.25,0.4551,0.77,1.05,0.4231,0.0883999999999999,0.9005,0.989,11.62,11.87,12.55,51.5,0.4809,17.61,16.97,19.94,0.4689,23,1991-12-07,St. Catharines,ON,CAN,CAN,74,214,2010.0,DET,1.0,21.0,21.0,Canada,Left,21 - Round 1 - 2010 (DET),DET,Standard (1-way),22,,2,RFA,2016,950000,"$950,000.00",1050000,1050000,0,0,2015-16,71400000,0.0133053221288515,0,0.01789553,"$1,277,740.00","$327,740.00"
c,robby fabbri,det,958.68333333333,72,13.315046296296,1.13,1.19,0.5,0.69,2.32,75.51,7.13,0.1578999999999999,0.77,12.08,9.7,7.95,3.19,0.75,0.56,1.56,0.69,0.63,0.06,0.0,1.13,1.25,1.69,3.19,4.63,0.56,0.38,0.56,0.025,59.14,48.94,0.5472,43.81,36.86,0.5431,33.17,27.91,0.5429999999999999,3.07,2.5,0.5506,2.67,2.38,0.5284,28.73,23.97,0.5451,10.64,10.45,0.5045000000000001,1.88,1.25,0.6,24.12,18.02,0.5722999999999999,1.0,0.67,0.6,38.78,31.46,0.5521,0.54,0.99,0.3529,0.0925,0.9103,1.003,12.33,12.2,7.64,53.57,0.6175999999999999,19.03,16.9,14.58,0.5661,19,1996-01-22,Mississauga,ON,CAN,CAN,71,185,2014.0,STL,1.0,21.0,21.0,Canada,Left,21 - Round 1 - 2014 (STL),STL,Entry-Level,18,,3,10.2(c),2018,894167,"$1,106,667.00",925000,832500,92500,0,2015-16,71400000,0.0125233473389355,0,0.017414602,"$1,243,402.00","$136,735.00"
c,ryan garbutt,-,866.81666666667,80,10.835208333333,0.48,0.48,0.48,0.0,0.97,58.33,9.34,0.0519,0.74,16.75,13.57,7.89,2.56,0.28,0.48,3.32,1.45,1.32,0.14,0.0,1.8,1.25,0.83,11.42,9.07,1.94,0.07,0.48,0.0087,54.27,52.26,0.5094,41.12,38.28,0.5179,28.1,28.17,0.4993999999999999,1.66,2.7,0.381,2.14,2.26,0.4861,24.3,23.95,0.5036,7.96,10.59,0.4291,0.69,1.38,0.3333,21.78,17.81,0.5501,0.83,1.11,0.4286,36.49,33.29,0.5229,0.4,0.7,0.3636,0.0591,0.9042,0.963,11.77,15.23,9.28,55.31,0.5592,17.24,20.56,17.65,0.494,29,1985-08-12,Edmonton,AB,CAN,CAN,72,195,0.0,-,,,,Canada,Left,-,DAL,Standard (1-way),28,,3,UFA,2017,1800000,"$1,800,000.00",1800000,1550000,250000,0,2015-16,71400000,0.0252100840336134,0,0.020166056,"$1,439,856.00","$-360,144.00"
c,ryan getzlaf,-,1501.95,77,19.505844155844,0.52,2.0,1.2,0.8,2.52,69.23,7.11,0.073,0.73,14.02,11.03,6.71,2.32,0.52,0.56,2.2,0.92,0.8,0.12,0.0,0.72,3.0,1.92,4.31,3.6,2.44,24.05,24.65,0.0197,66.91,46.7,0.589,49.78,34.16,0.5931000000000001,34.44,23.85,0.5908,3.64,2.08,0.6364,3.68,2.32,0.6135,32.84,21.89,0.6,13.66,9.07,0.6011,2.04,1.36,0.6,25.57,17.1,0.5992999999999999,1.38,0.75,0.65,42.64,30.18,0.5856,0.46,0.12,0.8,0.1056,0.9129,1.018,13.86,11.27,9.31,40.59,0.5982999999999999,24.89,17.14,18.66,0.5716,30,1985-05-10,Regina,SK,CAN,CAN,76,220,2003.0,ANA,1.0,19.0,19.0,Canada,Right,19 - Round 1 - 2003 (ANA),ANA,Standard (1-way),27,NMC,8,UFA,2021,8250000,"$8,250,000.00",9250000,9250000,0,0,2015-16,71400000,0.1155462184873949,0,0.0927645,"$6,623,385.00","$-1,626,615.00"
c,ryan johansen,phi,1405.0166666667,80,17.562708333333,0.6,1.96,1.07,0.9,2.56,68.97,7.9,0.0757,0.73,12.81,10.12,6.7,2.95,0.38,0.6,2.52,1.2,1.15,0.04,0.0,0.77,1.79,1.62,4.91,2.73,1.28,27.84,25.37,0.0223,61.54,47.49,0.5644,46.97,35.27,0.5710999999999999,35.36,25.24,0.5835,3.72,2.22,0.6259,3.3,2.37,0.5816,29.85,21.52,0.581,13.15,8.88,0.5969,2.14,1.15,0.6494,22.26,16.85,0.5690999999999999,1.02,0.57,0.6429,40.34,30.04,0.5732,1.05,0.74,0.5861999999999999,0.1051,0.912,1.017,15.97,14.01,9.01,35.36,0.6393,26.22,19.47,16.57,0.6128,22,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010.0,CBJ,1.0,4.0,4.0,Canada,Right,4 - Round 1 - 2010 (CBJ),CBJ,Standard (1-way),22,,3,RFA,2017,4000000,"$4,000,000.00",3000000,3000000,0,0,2015-16,71400000,0.0560224089635854,0,0.0535285,"$3,821,934.00","$-178,066.00"
c,ryan kesler,-,1543.0,79,19.53164556962,0.82,1.24,0.74,0.51,2.06,74.65,6.42,0.1273,0.93,13.53,10.42,8.2,3.89,0.47,0.7,2.88,1.17,1.05,0.08,0.04,1.21,1.32,1.52,6.53,4.55,3.58,38.11,27.03,0.0227999999999999,58.6,55.96,0.5115,44.33,39.62,0.528,30.41,27.26,0.5273,2.76,2.18,0.5590999999999999,3.22,2.62,0.5506,28.97,25.47,0.5321,11.94,10.54,0.5311,1.63,1.17,0.5832999999999999,22.71,19.91,0.5328,0.88,0.67,0.5667,36.51,37.35,0.4943,0.51,0.67,0.4286,0.0908,0.9201,1.011,9.18,13.77,18.04,41.69,0.3371,17.89,19.13,31.73,0.3605,30,1984-08-31,Livonia,MI,USA,USA,74,206,2003.0,VAN,1.0,23.0,23.0,United States,Right,23 - Round 1 - 2003 (VAN),VAN,Standard (1-way),25,NTC,6,UFA,2016,5000000,"$5,000,000.00",5000000,5000000,0,0,2015-16,71400000,0.0700280112044818,0,0.0653506,"$4,666,032.00","$-333,968.00"
c,ryan o'reilly,nsh,1543.1833333333,71,21.734976525822,0.82,1.52,1.01,0.51,2.33,73.17,6.1,0.1338,0.62,9.45,7.74,5.05,2.1,0.35,0.47,0.31,0.16,0.16,0.0,0.0,0.54,1.09,1.83,0.66,1.94,1.67,39.81,30.64,0.022,57.35,53.15,0.519,44.64,39.89,0.5281,32.31,28.58,0.5307,3.19,3.23,0.497,3.05,2.79,0.5221,25.04,24.22,0.5083,11.2,9.64,0.5373,1.67,1.79,0.4831,18.46,19.44,0.487,0.93,1.09,0.4614999999999999,40.66,36.0,0.5304,0.95,0.67,0.5861999999999999,0.0987,0.8870999999999999,0.986,13.06,12.99,14.31,30.79,0.4772999999999999,25.54,19.79,27.53,0.4813,24,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009.0,COL,2.0,3.0,33.0,Canada,Left,33 - Round 2 - 2009 (COL),COL,Standard (1-way),23,,2,UFA,2016,6000000,"$6,000,000.00",6200000,6200000,0,0,2015-16,71400000,0.0840336134453781,0,0.087978326,"$6,281,652.00","$281,652.00"
c,ryan spooner,-,1211.2833333333,80,15.141041666667,0.64,1.78,1.44,0.35,2.43,73.13,8.02,0.0802,0.67,13.62,10.75,6.84,2.03,0.59,0.89,1.73,0.59,0.5,0.05,0.05,0.45,1.73,1.24,2.63,2.87,0.94,15.06,20.16,0.0212,67.66,51.22,0.5692,50.97,40.47,0.5574,37.55,28.48,0.5686,3.32,2.43,0.5776,3.38,2.53,0.5719,29.72,23.73,0.5561,11.39,9.11,0.5556,1.93,1.24,0.6093999999999999,24.44,19.48,0.5564,0.66,0.66,0.5,49.01,34.2,0.589,1.29,0.57,0.6923,0.0883999999999999,0.9148,1.003,14.96,10.95,6.14,43.99,0.7089,29.57,17.88,14.36,0.6731,23,1992-01-30,Ottawa,ON,CAN,CAN,70,191,2010.0,BOS,2.0,15.0,45.0,Canada,Left,45 - Round 2 - 2010 (BOS),BOS,Standard (1-way),23,,2,RFA,2017,950000,"$950,000.00",800000,800000,0,0,2015-16,71400000,0.0133053221288515,0,0.019696858,"$1,406,355.00","$456,355.00"
"c, r",ryan strome,ana,1111.7,71,15.657746478873,0.43,1.08,0.59,0.49,1.51,54.9,7.12,0.0605999999999999,0.71,11.87,9.5,6.53,2.64,0.38,0.7,1.51,0.76,0.76,0.0,0.0,0.49,2.05,1.89,4.16,3.08,1.03,2.1,3.02,0.0222,61.42,54.67,0.5291,45.93,39.72,0.5362,32.6,29.68,0.5234000000000001,2.75,2.91,0.4857,3.03,2.58,0.5398,30.93,28.28,0.5223,13.28,10.58,0.5566,1.73,1.51,0.5333,23.53,23.6,0.4992,0.65,1.3,0.3333,37.34,31.89,0.5394,0.7,0.47,0.6,0.0843999999999999,0.9018,0.986,12.41,10.96,5.13,45.01,0.7077,21.05,16.68,13.49,0.6093999999999999,21,1993-07-11,Mississauga,ON,CAN,CAN,73,191,2011.0,NYI,1.0,5.0,5.0,Canada,Right,5 - Round 1 - 2011 (NYI),NYI,Entry-Level,18,,3,RFA,2016,863333,"$1,713,333.00",832500,832500,0,850000,2015-16,71400000,0.0120914985994397,0,0.019230664,"$1,373,069.00","$-340,264.00"
c,ryan white,-,917.16666666667,73,12.563926940639,0.72,0.33,0.13,0.2,1.05,53.33,5.82,0.1235999999999999,0.56,11.32,8.05,5.17,2.22,0.33,0.79,6.61,1.96,1.5,0.2,0.26,1.18,1.37,0.92,13.61,6.87,3.34,12.04,10.92,0.0343,51.62,59.86,0.4629999999999999,37.03,41.61,0.4709,26.1,30.55,0.4607,1.96,2.94,0.4,2.21,2.78,0.4429,19.43,25.78,0.4297999999999999,8.18,10.34,0.4417,0.72,1.96,0.2683,15.0,20.59,0.4216,0.44,0.7,0.3846,37.33,40.44,0.48,0.94,0.57,0.625,0.0751999999999999,0.9036,0.979,11.51,11.12,10.47,50.77,0.5238,17.21,15.7,17.47,0.4962,27,1988-03-17,Brandon,MB,CAN,CAN,72,200,2006.0,MTL,3.0,3.0,66.0,Canada,Right,66 - Round 3 - 2006 (MTL),PHI,Standard (1-way),27,,1,UFA,2016,800000,"$800,000.00",800000,800000,0,0,2015-16,71400000,0.011204481792717,0,0.014765351,"$1,054,246.00","$254,246.00"
c,sam bennett,fla,1165.4166666667,77,15.135281385281,0.93,0.93,0.62,0.31,1.85,66.67,7.0,0.1324,0.86,12.36,9.27,8.55,4.38,0.46,1.08,1.9,0.88,0.82,0.05,0.0,1.54,1.39,1.75,5.66,3.91,1.65,8.24,9.63,0.0237,59.72,51.74,0.5357999999999999,42.37,37.99,0.5272,30.74,27.08,0.5316,2.78,2.73,0.5047,2.81,2.34,0.5454,29.14,22.4,0.5654,11.53,9.42,0.5504,1.7,1.54,0.5238,23.48,17.3,0.5758,1.1,0.82,0.5714,37.85,35.55,0.5157,0.37,0.67,0.3571,0.0905,0.8992,0.99,12.25,14.47,6.74,50.87,0.645,21.47,20.03,14.0,0.6052000000000001,19,1996-06-20,Holland Landing,ON,CAN,CAN,73,195,2014.0,CGY,1.0,4.0,4.0,Canada,Left,4 - Round 1 - 2014 (CGY),CGY,Entry-Level,18,,3,RFA,2017,925000,"$3,225,000.00",925000,832500,92500,2300000,2015-16,71400000,0.0129551820728291,0,0.019705733,"$1,406,989.00","$-1,818,011.00"
c,sam reinhart,fla,1330.05,79,16.836075949367,1.04,0.86,0.59,0.27,1.89,56.0,7.44,0.1394,0.99,12.41,10.06,8.12,4.69,0.59,0.59,0.36,0.18,0.18,0.0,0.0,0.63,0.9,0.86,1.17,5.46,1.17,1.62,3.25,0.015,63.83,46.42,0.579,48.09,35.91,0.5725,35.59,26.25,0.5755,3.38,2.35,0.5906,3.12,2.17,0.5895,28.65,20.12,0.5874,12.72,8.3,0.6052000000000001,1.85,1.22,0.6029,21.23,15.76,0.574,0.96,0.72,0.5714,44.57,32.06,0.5816,1.11,0.72,0.6071,0.0951,0.9107,1.006,14.44,11.73,7.35,38.71,0.6625,26.98,17.95,15.97,0.6282,19,1995-11-06,West Vancouver,BC,CAN,CAN,74,193,2014.0,BUF,1.0,2.0,2.0,Canada,Right,2 - Round 1 - 2014 (BUF),BUF,Entry-Level,18,,3,RFA,2018,894167,"$3,544,167.00",925000,832500,92500,2650000,2015-16,71400000,0.0125233473389355,0,0.022929361,"$1,637,156.00","$-1,907,011.00"
c,scott laughton,phi,740.8,71,10.433802816901,0.57,1.13,0.57,0.57,1.7,84.0,6.88,0.0824,0.55,11.74,8.91,6.4,3.0,0.73,0.97,2.75,1.13,0.97,0.16,0.0,0.57,1.7,1.86,6.97,5.02,2.35,13.77,17.66,0.0355,49.89,60.1,0.4536,36.85,44.22,0.4545,27.78,33.13,0.4561,2.02,2.51,0.4464,2.15,2.78,0.4362,21.63,27.05,0.4443,10.12,11.1,0.4771,1.3,1.38,0.4847999999999999,15.33,21.27,0.4189,0.43,1.19,0.2667,32.87,40.01,0.451,0.58,0.35,0.625,0.0729,0.9242,0.997,10.37,12.07,9.48,54.99,0.5224,17.17,16.85,16.68,0.5072,21,1994-05-30,Oakville,ON,CAN,CAN,73,190,2012.0,PHI,1.0,20.0,20.0,Canada,Left,20 - Round 1 - 2012 (PHI),PHI,Entry-Level,18,,3,RFA,2017,863333,"$1,075,833.00",832500,832500,0,212500,2015-16,71400000,0.0120914985994397,0,0.01274951,"$910,315.00","$-165,518.00"
c,sean couturier,phi,1171.85,63,18.600793650794,0.56,1.43,0.82,0.61,2.0,70.91,6.09,0.0924,0.71,10.24,7.63,5.02,2.46,0.26,0.72,1.54,0.77,0.77,0.0,0.0,0.97,1.48,1.38,1.59,5.48,1.54,27.49,29.08,0.0249,57.35,52.63,0.5214,40.3,38.09,0.514,28.72,28.57,0.5013000000000001,2.82,2.46,0.534,2.76,2.36,0.5399,24.37,21.81,0.5277000000000001,11.11,8.81,0.5578,1.79,1.43,0.5556,17.68,17.34,0.5049,0.55,0.55,0.5,39.49,37.5,0.513,0.74,0.81,0.4761999999999999,0.098,0.914,1.012,10.96,15.92,13.16,42.09,0.4543999999999999,17.0,21.25,22.07,0.4351,22,1992-12-07,Phoenix,AZ,USA,CAN,75,211,2011.0,PHI,1.0,8.0,8.0,United States,Left,8 - Round 1 - 2011 (PHI),PHI,Standard (1-way),20,,2,RFA,2016,1750000,"$1,750,000.00",2000000,2000000,0,0,2015-16,71400000,0.0245098039215686,0,0.032009345,"$2,285,467.00","$535,467.00"
c,sean monahan,wpg,1552.7666666667,81,19.169958847737,1.04,1.39,0.97,0.43,2.43,63.64,7.61,0.1371,0.96,12.98,10.39,9.12,4.48,0.35,0.81,0.7,0.35,0.35,0.0,0.0,0.43,1.47,2.13,1.47,1.43,1.43,34.27,32.92,0.0197,61.4,51.66,0.5431,45.13,37.64,0.5453,32.88,26.7,0.5519,3.83,3.17,0.547,3.31,2.68,0.5532,30.84,25.97,0.5428999999999999,12.17,10.66,0.5329999999999999,1.78,1.66,0.5169,24.88,20.4,0.5495,1.8,1.08,0.625,39.01,31.26,0.5552,1.0,0.89,0.5294,0.1163,0.8813,0.998,18.05,14.92,10.86,38.06,0.6243,30.76,19.94,18.97,0.6185,20,1994-10-12,Brampton,ON,CAN,CAN,74,196,2013.0,CGY,1.0,6.0,6.0,Canada,Left,6 - Round 1 - 2013 (CGY),CGY,Entry-Level,18,,3,RFA,2016,925000,"$1,775,000.00",925000,832500,92500,850000,2015-16,71400000,0.0129551820728291,0,0.027272187,"$1,947,234.00","$172,234.00"
c,sidney crosby,pit,1637.55,80,20.469375,1.32,1.8,1.03,0.77,3.11,74.56,9.09,0.1452,1.04,16.34,12.53,9.64,3.99,0.59,1.17,1.54,0.77,0.77,0.0,0.0,0.92,1.72,1.47,3.3,4.29,1.28,36.13,33.75,0.0189,71.45,47.01,0.6032,53.38,35.25,0.6023,39.72,26.09,0.6036,4.18,2.2,0.6552,3.89,2.3,0.6288,36.42,21.18,0.6323,14.4,9.93,0.5919,2.09,1.32,0.6129,29.36,15.0,0.6618999999999999,1.86,0.59,0.76,44.24,31.12,0.5871,0.9,0.58,0.6071,0.1052,0.9157,1.021,16.6,15.24,9.89,35.54,0.6265999999999999,31.44,21.69,18.58,0.6286,27,1987-08-07,Cole Harbour,NS,CAN,CAN,71,200,2005.0,PIT,1.0,1.0,1.0,Canada,Left,1 - Round 1 - 2005 (PIT),PIT,Standard (1-way),25,NMC,12,UFA,2025,8700000,"$8,700,000.00",12000000,12000000,0,0,2015-16,71400000,0.1218487394957983,0,0.099498935,"$7,104,223.00","$-1,595,777.00"
c,steven stamkos,tbl,1521.1,77,19.754545454545,1.42,1.1,0.67,0.43,2.52,72.73,8.52,0.1667,0.9,15.94,12.27,7.53,3.12,0.39,0.63,1.5,0.75,0.75,0.0,0.0,0.83,1.78,1.78,4.3,3.2,1.38,18.26,18.3,0.0197,61.69,49.07,0.557,45.16,36.84,0.5507,31.0,25.99,0.5439,3.47,2.21,0.6111,2.76,2.47,0.5285,27.53,23.31,0.5415,10.77,8.99,0.5449,1.66,1.07,0.6087,22.35,19.09,0.5393,1.37,0.58,0.7027,44.04,31.22,0.5852,1.03,0.57,0.6429,0.1119999999999999,0.915,1.027,15.9,9.98,8.6,33.69,0.649,28.68,15.62,17.43,0.6219,25,1990-02-07,Markham,ON,CAN,CAN,72,182,2008.0,T.B,1.0,1.0,1.0,Canada,Right,1 - Round 1 - 2008 (TBL),TBL,Standard (1-way),21,NMC,5,UFA,2016,7500000,"$7,500,000.00",5500000,5500000,0,0,2015-16,71400000,0.1050420168067226,0,0.102437995,"$7,314,072.00","$-185,928.00"
c,tomas hertl,vgk,1293.8166666667,81,15.97304526749,0.97,1.16,0.56,0.6,2.13,63.01,9.37,0.104,1.03,16.14,12.43,10.71,6.54,0.6,1.02,1.21,0.6,0.6,0.0,0.0,1.11,1.9,1.62,4.17,5.05,2.78,11.87,9.32,0.026,65.11,46.24,0.5848,47.16,32.69,0.5906,34.27,23.6,0.5921,3.39,1.99,0.6293,3.11,1.95,0.6145,30.75,20.36,0.6015999999999999,14.75,8.72,0.6285000000000001,2.09,1.3,0.6164000000000001,21.33,15.52,0.5789,0.99,0.68,0.5926,41.33,30.75,0.5734,0.67,0.2,0.7692,0.0988,0.9155,1.014,10.53,13.17,7.33,50.46,0.5896,18.74,21.24,16.83,0.5267000000000001,21,1993-11-12,Praha,CZE,CZE,,75,215,2012.0,S.J,1.0,17.0,,Czech Republic,Left,17 - Round 1 - 2012 (SJS),SJS,Entry-Level,20,,3,RFA,2016,925000,"$1,350,000.00",925000,832500,92500,425000,2015-16,71400000,0.0129551820728291,0,0.016672213,"$1,190,395.00","$-159,605.00"
c,tomas plekanec,-,1519.6333333333,82,18.532113821138,0.55,1.58,0.83,0.75,2.13,65.06,7.46,0.0741,0.69,12.75,9.87,6.36,2.33,0.63,0.71,1.42,0.71,0.71,0.0,0.0,0.75,1.78,0.59,2.37,2.61,1.82,31.74,32.02,0.0197,61.48,51.6,0.5436,44.81,39.56,0.5311,32.73,28.43,0.5352,3.28,2.76,0.5425,3.15,2.87,0.5231,26.22,23.18,0.5307999999999999,11.77,10.46,0.5293,1.58,1.62,0.4938,19.27,16.95,0.532,1.26,0.89,0.5854,42.09,34.33,0.5507,0.97,0.57,0.6296,0.1001,0.9028,1.003,15.64,16.94,15.56,38.34,0.5013000000000001,24.28,22.66,25.11,0.4916,32,1982-10-31,Kladno,CZE,CZE,,71,190,2001.0,MTL,3.0,8.0,,Czech Republic,Left,71 - Round 3 - 2001 (MTL),MTL,Standard (1-way),27,M-NTC,6,UFA,2016,5000000,"$5,000,000.00",5000000,5000000,0,0,2015-16,71400000,0.0700280112044818,0,0.076158054,"$5,437,685.00","$437,685.00"
c,tommy wingels,-,927.16666666667,68,13.634803921569,0.45,0.71,0.45,0.26,1.16,69.23,7.18,0.0630999999999999,0.73,11.45,10.03,7.57,3.17,0.52,0.78,4.08,1.55,1.23,0.32,0.0,2.33,1.94,1.36,13.14,6.67,3.49,2.46,3.56,0.0264,49.51,55.27,0.4725,36.56,39.15,0.4829,26.47,27.7,0.4886,1.68,2.65,0.3881,2.38,2.39,0.4987,22.91,23.36,0.4951,9.71,9.19,0.5136999999999999,0.71,1.1,0.3928999999999999,17.6,18.9,0.4822999999999999,0.52,1.38,0.2727,32.06,37.67,0.4598,0.56,0.56,0.5,0.0636,0.9042,0.968,8.35,13.78,8.54,58.11,0.4943,14.88,20.84,18.7,0.4432,27,1988-04-12,Evanston,IL,USA,USA,72,200,2008.0,S.J,6.0,26.0,177.0,United States,Right,177 - Round 6 - 2008 (SJS),SJS,Standard (1-way),26,,3,UFA,2017,2475000,"$2,475,000.00",2475000,2475000,0,0,2015-16,71400000,0.0346638655462184,0,0.017938297,"$1,280,794.00","$-1,194,206.00"
c,torrey mitchell,-,900.68333333333,71,12.685680751174,0.73,0.53,0.4,0.13,1.27,73.08,4.6,0.1594,0.47,6.79,5.73,4.06,2.66,0.33,0.47,3.4,1.33,1.2,0.07,0.07,0.87,1.8,1.47,4.46,6.66,2.53,24.65,23.12,0.0344,44.83,59.89,0.4281,33.11,44.3,0.4277,25.71,31.04,0.4531,1.73,2.46,0.4127,2.08,2.97,0.4115999999999999,18.59,27.45,0.4038,9.39,11.06,0.4593,0.93,1.4,0.4,12.26,21.85,0.3594,0.8,0.71,0.5294,29.93,40.32,0.426,0.1,0.67,0.125,0.0674,0.9206,0.988,9.93,15.85,22.78,48.83,0.3035,12.99,21.12,32.51,0.2855,30,1985-01-30,Greenfield Park,QC,CAN,CAN,71,186,2004.0,S.J,4.0,28.0,126.0,Canada,Right,126 - Round 4 - 2004 (SJS),MTL,Standard (1-way),30,,3,UFA,2018,1200000,"$1,200,000.00",1000000,1000000,0,0,2015-16,71400000,0.0168067226890756,0,0.01534738,"$1,095,802.00","$-104,198.00"
c,travis zajac,-,1469.3833333333,74,19.856531531532,0.57,1.14,0.57,0.57,1.72,58.33,4.53,0.1261,0.59,7.6,6.13,5.06,2.53,0.33,0.37,1.02,0.45,0.41,0.04,0.0,0.61,0.2,2.0,2.65,2.9,1.67,29.2,27.44,0.021,45.82,53.57,0.461,35.24,39.61,0.4708,26.01,29.93,0.465,2.94,2.37,0.5538000000000001,2.57,2.9,0.4696,22.05,24.87,0.47,9.11,10.05,0.4755,1.76,1.14,0.6056,17.26,19.76,0.4661999999999999,0.65,0.82,0.4443999999999999,30.2,36.27,0.4543,0.83,0.83,0.5,0.113,0.9209,1.034,11.07,11.92,16.21,37.61,0.4057,19.85,17.93,28.09,0.414,30,1985-05-13,Winnipeg,MB,CAN,CAN,74,185,2004.0,N.J,1.0,20.0,20.0,Canada,Right,20 - Round 1 - 2004 (NJD),NJD,Standard (1-way),27,NTC,8,UFA,2021,5750000,"$5,750,000.00",6500000,6500000,0,0,2015-16,71400000,0.080532212885154,0,0.07244308,"$5,172,436.00","$-577,564.00"
c,trevor lewis,lak,1091.9833333333,75,14.559777777778,0.44,0.44,0.27,0.16,0.88,59.26,9.18,0.0479,0.9,14.56,12.42,8.52,4.56,0.44,1.04,1.1,0.55,0.55,0.0,0.0,0.55,1.21,0.93,9.23,8.46,1.54,5.66,8.46,0.022,53.3,50.72,0.5124,40.77,37.25,0.5225,28.79,26.59,0.5197999999999999,1.48,2.75,0.3506,2.37,2.48,0.4886999999999999,24.01,23.63,0.504,10.77,9.95,0.5199,0.93,1.65,0.3617,17.66,18.24,0.4918,0.15,0.73,0.1667,35.08,33.73,0.5097999999999999,0.48,0.63,0.4286,0.0515,0.8967,0.948,10.38,10.77,10.77,50.99,0.4909,19.29,17.25,18.57,0.5094,28,1987-01-08,Salt Lake City,UT,USA,USA,73,201,2006.0,L.A,1.0,17.0,17.0,United States,Right,17 - Round 1 - 2006 (LAK),LAK,Standard (1-way),27,,2,UFA,2016,1525000,"$1,525,000.00",1550000,1550000,0,0,2015-16,71400000,0.0213585434173669,0,0.015238445,"$1,088,024.00","$-436,976.00"
c,tyler johnson,chi,1182.6166666667,69,17.139371980676,0.71,1.22,0.96,0.25,1.93,54.29,8.47,0.0838,0.81,14.81,11.77,8.42,3.81,0.36,1.01,1.01,0.51,0.51,0.0,0.0,1.17,1.57,0.96,2.33,2.64,1.27,24.3,25.72,0.0246,63.52,49.01,0.5645,48.25,38.3,0.5574,33.74,27.19,0.5537,3.55,2.54,0.5832999999999999,3.08,2.44,0.5584,30.49,21.77,0.5835,12.23,9.44,0.5644,1.57,1.37,0.5345,24.35,16.44,0.597,1.69,0.81,0.6757,42.94,34.37,0.5555,0.88,0.59,0.6,0.1052999999999999,0.9067,1.012,12.38,13.44,7.1,38.71,0.6354,22.73,18.82,14.0,0.6188,24,1990-07-29,Spokane,WA,USA,USA,68,185,0.0,-,,,,United States,Right,-,TBL,Standard (1-way),23,,3,RFA,2017,3333333,"$3,333,333.00",3200000,3200000,0,0,2015-16,71400000,0.0466853361344537,0,0.044525787,"$3,179,141.00","$-154,192.00"
